dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2020,continentExp
2022-06-05,5,6,2022,7090,13,Germany,DE,DEU,83166711,Europe
2022-06-05,5,6,2022,71,0,Latvia,LV,LVA,1907675,Europe
2022-06-05,5,6,2022,7574,51,Portugal,PT,PRT,10295909,Europe
2022-06-05,5,6,2022,76,0,Norway,NO,NOR,5367580,Europe
2022-06-05,5,6,2022,762,3,Finland,FI,FIN,5525292,Europe
2022-06-05,5,6,2022,80,1,Slovenia,SI,SVN,2095861,Europe
2022-06-06,6,6,2022,,3,Denmark,DK,DNK,5822763,Europe
2022-06-06,6,6,2022,,32,Spain,ES,ESP,47332614,Europe
2022-06-06,6,6,2022,0,0,Hungary,HU,HUN,9769526,Europe
2022-06-06,6,6,2022,0,0,Iceland,IS,ISL,364134,Europe
2022-06-06,6,6,2022,102,3,Sweden,SE,SWE,10327589,Europe
2022-06-06,6,6,2022,122,0,Norway,NO,NOR,5367580,Europe
2022-06-06,6,6,2022,167,0,Estonia,EE,EST,1328976,Europe
2022-06-06,6,6,2022,213,1,Romania,RO,ROU,19328838,Europe
2022-06-06,6,6,2022,220,1,Lithuania,LT,LTU,2794090,Europe
2022-06-06,6,6,2022,2372,3,Austria,AT,AUT,8901064,Europe
2022-06-06,6,6,2022,2487,9,Finland,FI,FIN,5525292,Europe
2022-06-06,6,6,2022,2501,14,Greece,EL,GRC,10718565,Europe
2022-06-06,6,6,2022,262,1,Slovakia,SK,SVK,5457873,Europe
2022-06-06,6,6,2022,27,0,Luxembourg,LU,LUX,626108,Europe
2022-06-06,6,6,2022,27501,39,Portugal,PT,PRT,10295909,Europe
2022-06-06,6,6,2022,292,0,Bulgaria,BG,BGR,6951482,Europe
2022-06-06,6,6,2022,30,5,Croatia,HR,HRV,4058165,Europe
2022-06-06,6,6,2022,31,0,Latvia,LV,LVA,1907675,Europe
2022-06-06,6,6,2022,405,1,Czechia,CZ,CZE,10693939,Europe
2022-06-06,6,6,2022,460,0,Slovenia,SI,SVN,2095861,Europe
2022-06-06,6,6,2022,49,0,Poland,PL,POL,37958138,Europe
2022-06-06,6,6,2022,6184,9,France,FR,FRA,67320216,Europe
2022-06-06,6,6,2022,62,0,Malta,MT,MLT,514564,Europe
2022-06-06,6,6,2022,816,7,Belgium,BE,BEL,11522440,Europe
2022-06-06,6,6,2022,8616,70,Italy,IT,ITA,59641488,Europe
2022-06-06,6,6,2022,884,0,Ireland,IE,IRL,4964440,Europe
2022-06-06,6,6,2022,9,0,Liechtenstein,LI,LIE,38747,Europe
2022-06-06,6,6,2022,9336,9,Germany,DE,DEU,83166711,Europe
2022-06-06,6,6,2022,973,0,Netherlands,NL,NLD,17407585,Europe
2022-06-07,7,6,2022,0,0,Hungary,HU,HUN,9769526,Europe
2022-06-07,7,6,2022,11627,74,France,FR,FRA,67320216,Europe
2022-06-07,7,6,2022,1421,0,Netherlands,NL,NLD,17407585,Europe
2022-06-07,7,6,2022,146,0,Estonia,EE,EST,1328976,Europe
2022-06-07,7,6,2022,15,0,Liechtenstein,LI,LIE,38747,Europe
2022-06-07,7,6,2022,168,19,Bulgaria,BG,BGR,6951482,Europe
2022-06-07,7,6,2022,1727,10,Finland,FI,FIN,5525292,Europe
2022-06-07,7,6,2022,1987,3,Denmark,DK,DNK,5822763,Europe
2022-06-07,7,6,2022,202,1,Croatia,HR,HRV,4058165,Europe
2022-06-07,7,6,2022,215,4,Latvia,LV,LVA,1907675,Europe
2022-06-07,7,6,2022,218,1,Lithuania,LT,LTU,2794090,Europe
2022-06-07,7,6,2022,222,2,Slovakia,SK,SVK,5457873,Europe
2022-06-07,7,6,2022,22366,41,Portugal,PT,PRT,10295909,Europe
2022-06-07,7,6,2022,28547,70,Italy,IT,ITA,59641488,Europe
2022-06-07,7,6,2022,294,6,Poland,PL,POL,37958138,Europe
2022-06-07,7,6,2022,313,1,Czechia,CZ,CZE,10693939,Europe
2022-06-07,7,6,2022,33293,37,Spain,ES,ESP,47332614,Europe
2022-06-07,7,6,2022,3418,2,Belgium,BE,BEL,11522440,Europe
2022-06-07,7,6,2022,356,0,Slovenia,SI,SVN,2095861,Europe
2022-06-07,7,6,2022,359,5,Sweden,SE,SWE,10327589,Europe
2022-06-07,7,6,2022,3702,2,Austria,AT,AUT,8901064,Europe
2022-06-07,7,6,2022,395,0,Iceland,IS,ISL,364134,Europe
2022-06-07,7,6,2022,404,4,Romania,RO,ROU,19328838,Europe
2022-06-07,7,6,2022,475,0,Ireland,IE,IRL,4964440,Europe
2022-06-07,7,6,2022,514,0,Norway,NO,NOR,5367580,Europe
2022-06-07,7,6,2022,5638,24,Greece,EL,GRC,10718565,Europe
2022-06-07,7,6,2022,71208,77,Germany,DE,DEU,83166711,Europe
2022-06-07,7,6,2022,751,1,Luxembourg,LU,LUX,626108,Europe
2022-06-07,7,6,2022,93,0,Malta,MT,MLT,514564,Europe
2022-06-08,8,6,2022,,36,Spain,ES,ESP,47332614,Europe
2022-06-08,8,6,2022,0,0,Iceland,IS,ISL,364134,Europe
2022-06-08,8,6,2022,102,0,Malta,MT,MLT,514564,Europe
2022-06-08,8,6,2022,151,0,Estonia,EE,EST,1328976,Europe
2022-06-08,8,6,2022,160,2,Bulgaria,BG,BGR,6951482,Europe
2022-06-08,8,6,2022,1779,12,Finland,FI,FIN,5525292,Europe
2022-06-08,8,6,2022,179,7,Poland,PL,POL,37958138,Europe
2022-06-08,8,6,2022,1858,1,Netherlands,NL,NLD,17407585,Europe
2022-06-08,8,6,2022,208,1,Lithuania,LT,LTU,2794090,Europe
2022-06-08,8,6,2022,211,2,Latvia,LV,LVA,1907675,Europe
2022-06-08,8,6,2022,22415,42,Portugal,PT,PRT,10295909,Europe
2022-06-08,8,6,2022,22925,80,Italy,IT,ITA,59641488,Europe
2022-06-08,8,6,2022,2577,6,Belgium,BE,BEL,11522440,Europe
2022-06-08,8,6,2022,259,2,Slovakia,SK,SVK,5457873,Europe
2022-06-08,8,6,2022,3282,47,Hungary,HU,HUN,9769526,Europe
2022-06-08,8,6,2022,336,1,Slovenia,SI,SVN,2095861,Europe
2022-06-08,8,6,2022,366,3,Romania,RO,ROU,19328838,Europe
2022-06-08,8,6,2022,401,3,Czechia,CZ,CZE,10693939,Europe
2022-06-08,8,6,2022,423,38,Norway,NO,NOR,5367580,Europe
2022-06-08,8,6,2022,424,3,Croatia,HR,HRV,4058165,Europe
2022-06-08,8,6,2022,4496,15,Greece,EL,GRC,10718565,Europe
2022-06-08,8,6,2022,471,1,Sweden,SE,SWE,10327589,Europe
2022-06-08,8,6,2022,5182,3,Austria,AT,AUT,8901064,Europe
2022-06-08,8,6,2022,53802,77,France,FR,FRA,67320216,Europe
2022-06-08,8,6,2022,630,0,Luxembourg,LU,LUX,626108,Europe
2022-06-08,8,6,2022,7,1,Liechtenstein,LI,LIE,38747,Europe
2022-06-08,8,6,2022,82043,61,Germany,DE,DEU,83166711,Europe
2022-06-08,8,6,2022,905,35,Ireland,IE,IRL,4964440,Europe
2022-06-08,8,6,2022,906,5,Denmark,DK,DNK,5822763,Europe
2022-06-09,9,6,2022,,25,Spain,ES,ESP,47332614,Europe
2022-06-09,9,6,2022,-228,0,Ireland,IE,IRL,4964440,Europe
2022-06-09,9,6,2022,0,0,Hungary,HU,HUN,9769526,Europe
2022-06-09,9,6,2022,0,0,Iceland,IS,ISL,364134,Europe
2022-06-09,9,6,2022,113,4,Bulgaria,BG,BGR,6951482,Europe
2022-06-09,9,6,2022,15,0,Liechtenstein,LI,LIE,38747,Europe
2022-06-09,9,6,2022,151,0,Estonia,EE,EST,1328976,Europe
2022-06-09,9,6,2022,1569,9,Finland,FI,FIN,5525292,Europe
2022-06-09,9,6,2022,175,0,Malta,MT,MLT,514564,Europe
2022-06-09,9,6,2022,19375,31,Portugal,PT,PRT,10295909,Europe
2022-06-09,9,6,2022,207,3,Slovakia,SK,SVK,5457873,Europe
2022-06-09,9,6,2022,2207,1,Cyprus,CY,CYP,888005,Europe
2022-06-09,9,6,2022,223,1,Lithuania,LT,LTU,2794090,Europe
2022-06-09,9,6,2022,225,1,Latvia,LV,LVA,1907675,Europe
2022-06-09,9,6,2022,23534,73,Italy,IT,ITA,59641488,Europe
2022-06-09,9,6,2022,2420,8,Belgium,BE,BEL,11522440,Europe
2022-06-09,9,6,2022,2434,3,Netherlands,NL,NLD,17407585,Europe
2022-06-09,9,6,2022,249,6,Poland,PL,POL,37958138,Europe
2022-06-09,9,6,2022,286,0,Czechia,CZ,CZE,10693939,Europe
2022-06-09,9,6,2022,293,0,Slovenia,SI,SVN,2095861,Europe
2022-06-09,9,6,2022,332,5,Croatia,HR,HRV,4058165,Europe
2022-06-09,9,6,2022,341,2,Romania,RO,ROU,19328838,Europe
2022-06-09,9,6,2022,372,5,Sweden,SE,SWE,10327589,Europe
2022-06-09,9,6,2022,385,0,Norway,NO,NOR,5367580,Europe
2022-06-09,9,6,2022,40151,42,France,FR,FRA,67320216,Europe
2022-06-09,9,6,2022,4269,5,Austria,AT,AUT,8901064,Europe
2022-06-09,9,6,2022,4500,10,Greece,EL,GRC,10718565,Europe
2022-06-09,9,6,2022,518,0,Luxembourg,LU,LUX,626108,Europe
2022-06-09,9,6,2022,71288,43,Germany,DE,DEU,83166711,Europe
2022-06-09,9,6,2022,912,4,Denmark,DK,DNK,5822763,Europe
2022-06-10,10,6,2022,0,0,Hungary,HU,HUN,9769526,Europe
2022-06-10,10,6,2022,126,0,Estonia,EE,EST,1328976,Europe
2022-06-10,10,6,2022,14,0,Liechtenstein,LI,LIE,38747,Europe
2022-06-10,10,6,2022,1484,9,Finland,FI,FIN,5525292,Europe
2022-06-10,10,6,2022,183,0,Lithuania,LT,LTU,2794090,Europe
2022-06-10,10,6,2022,187,0,Malta,MT,MLT,514564,Europe
2022-06-10,10,6,2022,188,6,Bulgaria,BG,BGR,6951482,Europe
2022-06-10,10,6,2022,205,0,Latvia,LV,LVA,1907675,Europe
2022-06-10,10,6,2022,2106,0,Ireland,IE,IRL,4964440,Europe
2022-06-10,10,6,2022,211,2,Slovakia,SK,SVK,5457873,Europe
2022-06-10,10,6,2022,22012,63,Italy,IT,ITA,59641488,Europe
2022-06-10,10,6,2022,2236,2,Netherlands,NL,NLD,17407585,Europe
2022-06-10,10,6,2022,228,1,Poland,PL,POL,37958138,Europe
2022-06-10,10,6,2022,2379,6,Belgium,BE,BEL,11522440,Europe
2022-06-10,10,6,2022,285,2,Croatia,HR,HRV,4058165,Europe
2022-06-10,10,6,2022,327,1,Czechia,CZ,CZE,10693939,Europe
2022-06-10,10,6,2022,345,1,Slovenia,SI,SVN,2095861,Europe
2022-06-10,10,6,2022,369,1,Sweden,SE,SWE,10327589,Europe
2022-06-10,10,6,2022,389,4,Romania,RO,ROU,19328838,Europe
2022-06-10,10,6,2022,4007,2,Austria,AT,AUT,8901064,Europe
2022-06-10,10,6,2022,407,0,Luxembourg,LU,LUX,626108,Europe
2022-06-10,10,6,2022,421,0,Norway,NO,NOR,5367580,Europe
2022-06-10,10,6,2022,42456,19,Spain,ES,ESP,47332614,Europe
2022-06-10,10,6,2022,4493,21,Greece,EL,GRC,10718565,Europe
2022-06-10,10,6,2022,5998,39,France,FR,FRA,67320216,Europe
2022-06-10,10,6,2022,65294,55,Germany,DE,DEU,83166711,Europe
2022-06-10,10,6,2022,6593,44,Portugal,PT,PRT,10295909,Europe
2022-06-10,10,6,2022,695,0,Iceland,IS,ISL,364134,Europe
2022-06-10,10,6,2022,909,2,Denmark,DK,DNK,5822763,Europe
2022-06-11,11,6,2022,,5,Denmark,DK,DNK,5822763,Europe
2022-06-11,11,6,2022,,5,Spain,ES,ESP,47332614,Europe
2022-06-11,11,6,2022,0,0,Hungary,HU,HUN,9769526,Europe
2022-06-11,11,6,2022,0,0,Iceland,IS,ISL,364134,Europe
2022-06-11,11,6,2022,119,0,Norway,NO,NOR,5367580,Europe
2022-06-11,11,6,2022,1201,7,Belgium,BE,BEL,11522440,Europe
2022-06-11,11,6,2022,122,5,Sweden,SE,SWE,10327589,Europe
2022-06-11,11,6,2022,13768,33,Portugal,PT,PRT,10295909,Europe
2022-06-11,11,6,2022,142,0,Slovenia,SI,SVN,2095861,Europe
2022-06-11,11,6,2022,1497,0,Ireland,IE,IRL,4964440,Europe
2022-06-11,11,6,2022,166,1,Malta,MT,MLT,514564,Europe
2022-06-11,11,6,2022,17152,20,France,FR,FRA,67320216,Europe
2022-06-11,11,6,2022,19683,12,Germany,DE,DEU,83166711,Europe
2022-06-11,11,6,2022,22458,60,Italy,IT,ITA,59641488,Europe
2022-06-11,11,6,2022,239,2,Poland,PL,POL,37958138,Europe
2022-06-11,11,6,2022,2435,2,Netherlands,NL,NLD,17407585,Europe
2022-06-11,11,6,2022,244,2,Latvia,LV,LVA,1907675,Europe
2022-06-11,11,6,2022,271,7,Romania,RO,ROU,19328838,Europe
2022-06-11,11,6,2022,293,2,Croatia,HR,HRV,4058165,Europe
2022-06-11,11,6,2022,3038,4,Austria,AT,AUT,8901064,Europe
2022-06-11,11,6,2022,358,0,Luxembourg,LU,LUX,626108,Europe
2022-06-11,11,6,2022,36,0,Lithuania,LT,LTU,2794090,Europe
2022-06-11,11,6,2022,4539,15,Greece,EL,GRC,10718565,Europe
2022-06-11,11,6,2022,57,0,Estonia,EE,EST,1328976,Europe
2022-06-11,11,6,2022,744,2,Finland,FI,FIN,5525292,Europe
2022-06-11,11,6,2022,8,0,Liechtenstein,LI,LIE,38747,Europe
2022-06-11,11,6,2022,82,2,Bulgaria,BG,BGR,6951482,Europe
2022-06-11,11,6,2022,86,2,Slovakia,SK,SVK,5457873,Europe
2022-06-11,11,6,2022,89,2,Czechia,CZ,CZE,10693939,Europe
2022-06-12,12,6,2022,,3,Denmark,DK,DNK,5822763,Europe
2022-06-12,12,6,2022,,3,Spain,ES,ESP,47332614,Europe
2022-06-12,12,6,2022,0,0,Hungary,HU,HUN,9769526,Europe
2022-06-12,12,6,2022,0,0,Iceland,IS,ISL,364134,Europe
2022-06-12,12,6,2022,1,0,Liechtenstein,LI,LIE,38747,Europe
2022-06-12,12,6,2022,101,8,Sweden,SE,SWE,10327589,Europe
2022-06-12,12,6,2022,12208,13,Germany,DE,DEU,83166711,Europe
2022-06-12,12,6,2022,129,0,Norway,NO,NOR,5367580,Europe
2022-06-12,12,6,2022,133,0,Luxembourg,LU,LUX,626108,Europe
2022-06-12,12,6,2022,153,2,Malta,MT,MLT,514564,Europe
2022-06-12,12,6,2022,168,1,Romania,RO,ROU,19328838,Europe
2022-06-12,12,6,2022,1886,2,Netherlands,NL,NLD,17407585,Europe
2022-06-12,12,6,2022,19310,26,Italy,IT,ITA,59641488,Europe
2022-06-12,12,6,2022,204,3,Croatia,HR,HRV,4058165,Europe
2022-06-12,12,6,2022,214,0,Ireland,IE,IRL,4964440,Europe
2022-06-12,12,6,2022,23,2,Lithuania,LT,LTU,2794090,Europe
2022-06-12,12,6,2022,2843,4,Austria,AT,AUT,8901064,Europe
2022-06-12,12,6,2022,3682,8,Greece,EL,GRC,10718565,Europe
2022-06-12,12,6,2022,42,0,Bulgaria,BG,BGR,6951482,Europe
2022-06-12,12,6,2022,45,0,Estonia,EE,EST,1328976,Europe
2022-06-12,12,6,2022,50,0,Poland,PL,POL,37958138,Europe
2022-06-12,12,6,2022,6171,32,Portugal,PT,PRT,10295909,Europe
2022-06-12,12,6,2022,64,0,Czechia,CZ,CZE,10693939,Europe
2022-06-12,12,6,2022,661,9,Finland,FI,FIN,5525292,Europe
2022-06-12,12,6,2022,696,3,Belgium,BE,BEL,11522440,Europe
2022-06-12,12,6,2022,71,0,Slovakia,SK,SVK,5457873,Europe
2022-06-12,12,6,2022,74,0,Slovenia,SI,SVN,2095861,Europe
2022-06-12,12,6,2022,79397,5,France,FR,FRA,67320216,Europe
2022-06-12,12,6,2022,96,0,Latvia,LV,LVA,1907675,Europe
2022-06-13,13,6,2022,,0,Spain,ES,ESP,47332614,Europe
2022-06-13,13,6,2022,0,0,Greece,EL,GRC,10718565,Europe
2022-06-13,13,6,2022,0,0,Hungary,HU,HUN,9769526,Europe
2022-06-13,13,6,2022,0,0,Iceland,IS,ISL,364134,Europe
2022-06-13,13,6,2022,10668,41,Italy,IT,ITA,59641488,Europe
2022-06-13,13,6,2022,112,10,Estonia,EE,EST,1328976,Europe
2022-06-13,13,6,2022,142,1,Malta,MT,MLT,514564,Europe
2022-06-13,13,6,2022,1784,0,Netherlands,NL,NLD,17407585,Europe
2022-06-13,13,6,2022,19,0,Croatia,HR,HRV,4058165,Europe
2022-06-13,13,6,2022,20,0,Liechtenstein,LI,LIE,38747,Europe
2022-06-13,13,6,2022,23239,39,Portugal,PT,PRT,10295909,Europe
2022-06-13,13,6,2022,237,1,Sweden,SE,SWE,10327589,Europe
2022-06-13,13,6,2022,2427,3,Denmark,DK,DNK,5822763,Europe
2022-06-13,13,6,2022,246,0,Bulgaria,BG,BGR,6951482,Europe
2022-06-13,13,6,2022,2507,9,Finland,FI,FIN,5525292,Europe
2022-06-13,13,6,2022,288,1,Lithuania,LT,LTU,2794090,Europe
2022-06-13,13,6,2022,312,3,Slovakia,SK,SVK,5457873,Europe
2022-06-13,13,6,2022,39,0,Poland,PL,POL,37958138,Europe
2022-06-13,13,6,2022,4387,7,Belgium,BE,BEL,11522440,Europe
2022-06-13,13,6,2022,458,0,Czechia,CZ,CZE,10693939,Europe
2022-06-13,13,6,2022,4795,6,Austria,AT,AUT,8901064,Europe
2022-06-13,13,6,2022,566,0,Slovenia,SI,SVN,2095861,Europe
2022-06-13,13,6,2022,582,0,Norway,NO,NOR,5367580,Europe
2022-06-13,13,6,2022,625,0,Luxembourg,LU,LUX,626108,Europe
2022-06-13,13,6,2022,77,0,Latvia,LV,LVA,1907675,Europe
2022-06-13,13,6,2022,8474,67,France,FR,FRA,67320216,Europe
2022-06-13,13,6,2022,87059,85,Germany,DE,DEU,83166711,Europe
2022-06-13,13,6,2022,888,0,Ireland,IE,IRL,4964440,Europe
2022-06-14,14,6,2022,0,0,Hungary,HU,HUN,9769526,Europe
2022-06-14,14,6,2022,1159,1,Denmark,DK,DNK,5822763,Europe
2022-06-14,14,6,2022,162,2,Estonia,EE,EST,1328976,Europe
2022-06-14,14,6,2022,167,8,Bulgaria,BG,BGR,6951482,Europe
2022-06-14,14,6,2022,1760,14,Finland,FI,FIN,5525292,Europe
2022-06-14,14,6,2022,200,1,Malta,MT,MLT,514564,Europe
2022-06-14,14,6,2022,20295,40,Portugal,PT,PRT,10295909,Europe
2022-06-14,14,6,2022,243,1,Croatia,HR,HRV,4058165,Europe
2022-06-14,14,6,2022,268,0,Lithuania,LT,LTU,2794090,Europe
2022-06-14,14,6,2022,268,0,Slovakia,SK,SVK,5457873,Europe
2022-06-14,14,6,2022,279,2,Latvia,LV,LVA,1907675,Europe
2022-06-14,14,6,2022,279,9,Poland,PL,POL,37958138,Europe
2022-06-14,14,6,2022,2879,0,Netherlands,NL,NLD,17407585,Europe
2022-06-14,14,6,2022,3412,3,Belgium,BE,BEL,11522440,Europe
2022-06-14,14,6,2022,36133,157,Spain,ES,ESP,47332614,Europe
2022-06-14,14,6,2022,382,3,Sweden,SE,SWE,10327589,Europe
2022-06-14,14,6,2022,39844,73,Italy,IT,ITA,59641488,Europe
2022-06-14,14,6,2022,447,0,Norway,NO,NOR,5367580,Europe
2022-06-14,14,6,2022,449,0,Czechia,CZ,CZE,10693939,Europe
2022-06-14,14,6,2022,478,1,Slovenia,SI,SVN,2095861,Europe
2022-06-14,14,6,2022,5,0,Liechtenstein,LI,LIE,38747,Europe
2022-06-14,14,6,2022,546,0,Ireland,IE,IRL,4964440,Europe
2022-06-14,14,6,2022,629,0,Iceland,IS,ISL,364134,Europe
2022-06-14,14,6,2022,65425,57,France,FR,FRA,67320216,Europe
2022-06-14,14,6,2022,6957,2,Austria,AT,AUT,8901064,Europe
2022-06-14,14,6,2022,8121,13,Greece,EL,GRC,10718565,Europe
2022-06-14,14,6,2022,856,0,Luxembourg,LU,LUX,626108,Europe
2022-06-14,14,6,2022,93670,77,Germany,DE,DEU,83166711,Europe
2022-06-15,15,6,2022,0,0,Hungary,HU,HUN,9769526,Europe
2022-06-15,15,6,2022,0,0,Iceland,IS,ISL,364134,Europe
2022-06-15,15,6,2022,1205,2,Denmark,DK,DNK,5822763,Europe
2022-06-15,15,6,2022,129,0,Estonia,EE,EST,1328976,Europe
2022-06-15,15,6,2022,152,2,Bulgaria,BG,BGR,6951482,Europe
2022-06-15,15,6,2022,17829,39,Portugal,PT,PRT,10295909,Europe
2022-06-15,15,6,2022,1840,11,Finland,FI,FIN,5525292,Europe
2022-06-15,15,6,2022,207,7,Poland,PL,POL,37958138,Europe
2022-06-15,15,6,2022,237,3,Slovakia,SK,SVK,5457873,Europe
2022-06-15,15,6,2022,244,0,Lithuania,LT,LTU,2794090,Europe
2022-06-15,15,6,2022,271,0,Latvia,LV,LVA,1907675,Europe
2022-06-15,15,6,2022,273,0,Malta,MT,MLT,514564,Europe
2022-06-15,15,6,2022,2742,26,Ireland,IE,IRL,4964440,Europe
2022-06-15,15,6,2022,32809,48,Italy,IT,ITA,59641488,Europe
2022-06-15,15,6,2022,3351,7,Belgium,BE,BEL,11522440,Europe
2022-06-15,15,6,2022,3408,1,Netherlands,NL,NLD,17407585,Europe
2022-06-15,15,6,2022,376,2,Sweden,SE,SWE,10327589,Europe
2022-06-15,15,6,2022,409,0,Czechia,CZ,CZE,10693939,Europe
2022-06-15,15,6,2022,470,0,Slovenia,SI,SVN,2095861,Europe
2022-06-15,15,6,2022,512,40,Norway,NO,NOR,5367580,Europe
2022-06-15,15,6,2022,51954,49,France,FR,FRA,67320216,Europe
2022-06-15,15,6,2022,547,2,Croatia,HR,HRV,4058165,Europe
2022-06-15,15,6,2022,692,1,Luxembourg,LU,LUX,626108,Europe
2022-06-15,15,6,2022,7239,3,Austria,AT,AUT,8901064,Europe
2022-06-15,15,6,2022,81820,77,Germany,DE,DEU,83166711,Europe
2022-06-15,15,6,2022,9,0,Liechtenstein,LI,LIE,38747,Europe
2022-06-15,15,6,2022,9288,16,Greece,EL,GRC,10718565,Europe
2022-06-16,16,6,2022,0,0,Hungary,HU,HUN,9769526,Europe
2022-06-16,16,6,2022,1222,2,Denmark,DK,DNK,5822763,Europe
2022-06-16,16,6,2022,1279,0,Ireland,IE,IRL,4964440,Europe
2022-06-16,16,6,2022,1558,8,Finland,FI,FIN,5525292,Europe
2022-06-16,16,6,2022,170,0,Estonia,EE,EST,1328976,Europe
2022-06-16,16,6,2022,19,0,Liechtenstein,LI,LIE,38747,Europe
2022-06-16,16,6,2022,197,1,Lithuania,LT,LTU,2794090,Europe
2022-06-16,16,6,2022,209,3,Poland,PL,POL,37958138,Europe
2022-06-16,16,6,2022,221,4,Slovakia,SK,SVK,5457873,Europe
2022-06-16,16,6,2022,240,4,Bulgaria,BG,BGR,6951482,Europe
2022-06-16,16,6,2022,255,0,Malta,MT,MLT,514564,Europe
2022-06-16,16,6,2022,273,1,Latvia,LV,LVA,1907675,Europe
2022-06-16,16,6,2022,3106,2,Belgium,BE,BEL,11522440,Europe
2022-06-16,16,6,2022,3470,2,Cyprus,CY,CYP,888005,Europe
2022-06-16,16,6,2022,370,3,Czechia,CZ,CZE,10693939,Europe
2022-06-16,16,6,2022,37068,64,Italy,IT,ITA,59641488,Europe
2022-06-16,16,6,2022,37139,33,Germany,DE,DEU,83166711,Europe
2022-06-16,16,6,2022,4161,5,Netherlands,NL,NLD,17407585,Europe
2022-06-16,16,6,2022,422,0,Croatia,HR,HRV,4058165,Europe
2022-06-16,16,6,2022,428,6,Sweden,SE,SWE,10327589,Europe
2022-06-16,16,6,2022,436,0,Iceland,IS,ISL,364134,Europe
2022-06-16,16,6,2022,474,0,Slovenia,SI,SVN,2095861,Europe
2022-06-16,16,6,2022,4809,3,Austria,AT,AUT,8901064,Europe
2022-06-16,16,6,2022,53081,49,France,FR,FRA,67320216,Europe
2022-06-16,16,6,2022,552,0,Norway,NO,NOR,5367580,Europe
2022-06-16,16,6,2022,604,0,Luxembourg,LU,LUX,626108,Europe
2022-06-16,16,6,2022,6211,38,Portugal,PT,PRT,10295909,Europe
2022-06-16,16,6,2022,7158,8,Greece,EL,GRC,10718565,Europe
2022-06-17,17,6,2022,0,0,Hungary,HU,HUN,9769526,Europe
2022-06-17,17,6,2022,0,0,Iceland,IS,ISL,364134,Europe
2022-06-17,17,6,2022,105,0,Estonia,EE,EST,1328976,Europe
2022-06-17,17,6,2022,1054,0,Ireland,IE,IRL,4964440,Europe
2022-06-17,17,6,2022,1194,0,Denmark,DK,DNK,5822763,Europe
2022-06-17,17,6,2022,1534,8,Finland,FI,FIN,5525292,Europe
2022-06-17,17,6,2022,16870,38,Portugal,PT,PRT,10295909,Europe
2022-06-17,17,6,2022,206,2,Latvia,LV,LVA,1907675,Europe
2022-06-17,17,6,2022,208,9,Bulgaria,BG,BGR,6951482,Europe
2022-06-17,17,6,2022,239,1,Lithuania,LT,LTU,2794090,Europe
2022-06-17,17,6,2022,260,0,Malta,MT,MLT,514564,Europe
2022-06-17,17,6,2022,273,4,Slovakia,SK,SVK,5457873,Europe
2022-06-17,17,6,2022,3236,9,Belgium,BE,BEL,11522440,Europe
2022-06-17,17,6,2022,352,5,Sweden,SE,SWE,10327589,Europe
2022-06-17,17,6,2022,36170,41,Italy,IT,ITA,59641488,Europe
2022-06-17,17,6,2022,3865,1,Netherlands,NL,NLD,17407585,Europe
2022-06-17,17,6,2022,43,0,Poland,PL,POL,37958138,Europe
2022-06-17,17,6,2022,440,1,Czechia,CZ,CZE,10693939,Europe
2022-06-17,17,6,2022,48272,193,Spain,ES,ESP,47332614,Europe
2022-06-17,17,6,2022,50605,43,France,FR,FRA,67320216,Europe
2022-06-17,17,6,2022,522,1,Slovenia,SI,SVN,2095861,Europe
2022-06-17,17,6,2022,5738,6,Austria,AT,AUT,8901064,Europe
2022-06-17,17,6,2022,635,0,Norway,NO,NOR,5367580,Europe
2022-06-17,17,6,2022,662,0,Luxembourg,LU,LUX,626108,Europe
2022-06-17,17,6,2022,68,2,Croatia,HR,HRV,4058165,Europe
2022-06-17,17,6,2022,7204,13,Greece,EL,GRC,10718565,Europe
2022-06-17,17,6,2022,77363,78,Germany,DE,DEU,83166711,Europe
2022-06-17,17,6,2022,8,0,Liechtenstein,LI,LIE,38747,Europe
2022-06-18,18,6,2022,0,0,Hungary,HU,HUN,9769526,Europe
2022-06-18,18,6,2022,0,0,Iceland,IS,ISL,364134,Europe
2022-06-18,18,6,2022,10982,41,Portugal,PT,PRT,10295909,Europe
2022-06-18,18,6,2022,121,4,Bulgaria,BG,BGR,6951482,Europe
2022-06-18,18,6,2022,124,0,Czechia,CZ,CZE,10693939,Europe
2022-06-18,18,6,2022,136,3,Slovakia,SK,SVK,5457873,Europe
2022-06-18,18,6,2022,1471,0,Ireland,IE,IRL,4964440,Europe
2022-06-18,18,6,2022,16,0,Liechtenstein,LI,LIE,38747,Europe
2022-06-18,18,6,2022,1655,4,Belgium,BE,BEL,11522440,Europe
2022-06-18,18,6,2022,166,0,Norway,NO,NOR,5367580,Europe
2022-06-18,18,6,2022,190,0,Slovenia,SI,SVN,2095861,Europe
2022-06-18,18,6,2022,222,4,Sweden,SE,SWE,10327589,Europe
2022-06-18,18,6,2022,228,3,Poland,PL,POL,37958138,Europe
2022-06-18,18,6,2022,23124,18,Germany,DE,DEU,83166711,Europe
2022-06-18,18,6,2022,271,2,Latvia,LV,LVA,1907675,Europe
2022-06-18,18,6,2022,279,2,Malta,MT,MLT,514564,Europe
2022-06-18,18,6,2022,34971,45,Italy,IT,ITA,59641488,Europe
